text,score,cosineSim,result
"/Bring me some soup!!/"" /""What kind?/"" /""Chunkay!!/"" ahahah i'd almost forgotten how funny Family Guy was.""","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",[0.7619072255991975],0
i just love how the female mind can completely change what a guy says into something insulting. Lol :D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.825300872333185],0
"JUST A SMALL TOWN GIRL, LIVIN' IN A LONELY WORLD!! Friday nights are amazing ;D","[5, 5, 9, 1, 1, 1, 1, 1, 0, 0]",[0.8417519189136904],0
haha i just love old people who drive huge trucks :D,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7196097619655294],0
"You and I wake up in jail together. Using only 4 words, what do you say to me? Note: If you comment, you must copy and paste this to your status so I may comment on yours as well.","[1, 1, 1, 1, 1, 1, 3, 3, 1, 1]",[0.8979705978767176],0
Me: You can hire professional note takers for college?! Grandma: Only if you have a legit reason for it. Like a handicap. Me: Laziness is a legit handicap.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9041803450032809],0
Christmas is when you try to get the whole dysfunctional family under one roof and hope there wonÃƒÂ¢Ã¢â‚¬ÂÃ…â€œÃƒÆ’Ã‚Â©ÃƒÅ½Ã¢â‚¬Å“ÃƒÆ’Ã¢â‚¬Â¡ÃƒÆ’Ã¢â‚¬â€œt be police involved.,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",[0.8284742543548302],0
marathon of Avatar <3 Sokka rocks my socks lol :),"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.6637176892847361],0
I love being me. It pisses off all the right people. :),"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.7552775682708774],0
"/IT'S SO FLUFFAY!/"" :D""","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.588683563603084],0
I have life moments where I want to pause and yell ÃƒÂ¢Ã¢â‚¬ÂÃ…â€œÃƒÆ’Ã‚Â©ÃƒÅ½Ã¢â‚¬Å“ÃƒÆ’Ã¢â‚¬Â¡Ãƒâ€šÃ‚Â£SERIOUSLY?!ÃƒÂ¢Ã¢â‚¬ÂÃ…â€œÃƒÆ’Ã‚Â©ÃƒÅ½Ã¢â‚¬Å“ÃƒÆ’Ã¢â‚¬Â¡ÃƒÆ’Ã‹Å“,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.5867988770350645],0
just got shoved to floor by my grandma. And I didn't even get to do anything to her yet! hahah,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8619895424711942],0
My grandparents are threatening to wrap me in bubble wrap if I don't quit tripping over things and running into walls. Guess what that means?! :D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.853075342953333],0
"I wish real life was a Disney movie. People breaking out into song and dances everywhere, true love happening almost immediately and having little to no trouble being together. Oh, if only.","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.8630777627142463],0
"whoop! Lord of the Rings and then Eragon. A good day, my lovelies. A good day indeed ;)","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8780722679941714],0
Who actually knows me? I bet NOBODY can answer all the questions correctly. First name____ Last name_____ Birthday_____ Eye color_____ Hair color_____Nickname_____ Favorite color_____ Best friend_____Favorite sport to play____ The one person that I want to be with right now?______ Put this as your status to see who gets it right.,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",[0.6189127689816615],0
"Why does no one understand the fact that when I am watching Batman, disturbances will not be tolerated? Seriously people.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.863095903205516],0
so i'm in the car with my grandmother and i'm quiet for like two minutes and my grandma freaks cause she thinks there's something wrong. Am i really that talkative??,"[1, 1, 1, 1, 1, 1, 1, 5, 1, 1]",[0.8994275930056336],0
OHMAGOODNESS!! BLUE JELLO!! :D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7882569102209623],0
"i'm one of those people who has the greatest epiphany ever, and then five minutes later forgets what it was and why it was so important. Or maybe it's just me.","[1, 1, 1, 1, 1, 5, 1, 1, 1, 0]",[0.7590212261528168],0
haha! i suddenly had the urge to go play football in the dark... can you say random?,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.90007644415061],0
wonders if anyone else has road rage when pushing a cart through the aisles at Wal-Mart?,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.831750648692393],0
"sittin in my room with Pepsi, Goldfish, and Batman: Under the Red Hood. All is at peace in my world... At least until the movie ends and the sugar rush kicks in. But we shall not speak of that at this moment :)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9072318114708482],0
i'm zen :) <3,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6007903581922607],0
"/I chose homos./"" /""That says HMO's./""""","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.6037586773599846],0
whoo! i gots ma portable scanner! what's now foo? :D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7608833807026912],0
Don't you just hate it when you want to update your status but you don't really have anything to say?,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8391131072641984],0
"purple pj pants, awesome boot slippies, Xtra cheddar goldfishies, and A Christmas Carol Doctor Who special. hmm i can die happily now :)","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.9086593919628865],0
sooo chocolate chip cookies :D i love baking :),"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7675133646217361],0
"i think it's time i invested in a webcam, yes?","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7422472409183805],0
"okay, so honestly; how wicked cool would it be if i had to get an eyepatch?","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.7851959005534513],0
*almost asleep* *phone vibrates* ARE YOU FREAKING KIDDING ME RIGHT NOW!? I MEAN SERIOUS--Oh. It's you. ?,"[1, 1, 1, 1, 1, 3, 1, 1, 1, 0]",[0.7813123534256216],0
"Saw a Batman hoodie. Almost bought it, until I read the price: $50. Why do we need money? Why can't we just trade rocks and acorns? Then money would literally grow on trees. I think this is a good idea. I say we write a strongly worded letter to Obama suggesting acorns as the new currency :)","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.9224226209232474],0
Micaela Fairchild: Fireflies! Me: WHERE?! Leanne Fairchild: The song Marqi.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8043258249515595],0
NINJA DOGGY!! :D <3,"[1, 1, 1, 3, 1, 1, 1, 1, 1, 0]",[0.5336751620540666],0
"/I am the master of my fate: I am the captain of my soul./"" -Invictus","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.9128361013906607],0
A word of advice to some guys out there: Never underestimate a female's ability to find things out.,"[1, 1, 1, 1, 7, 7, 1, 1, 7, 0]",[0.877198645206743],0
"I love Pandas, they're so chill. They're like /Dude","[1, 1, 1, 1, 1, 1, 4, 4, 1, 0]",[0.8275199196503782],0
sooooooo marqi has webcam! :D,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6533627723284005],0
have you ever had so much caffiene that you're literally twitching from it all? Heeheehee,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8516495152870882],0
doing what you're told is so overrated,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6486390836572374],0
4-10: MOMMY I HAVE WATER STUCK IN MY EAR! *cries* 11-14: ewww water is in my ear 14-18: OMG!! I HAVE WATER IN MY EARS! I AM A FISH! WOOSH WOOSH WOOSH! ?(,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.8706554014784975],0
Sod it... WOW is calling :D,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",[0.6581200209835458],0
hopes everything goes ok for her gorgeous sis tomorrow :) x,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7641415175495394],0
has shimigami eyes,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.5416071314588642],0
<3 Ponyo :),"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.47203662906232763],0
2 days til annual leave :),"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.701147724093613],0
"has just watched next weeks How I Met Your Mother, and my god /Space Teens/"" is comedy genius :)""","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.8668674166783981],0
woot!! weekend :),"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7020202655599532],0
Onna Otaku :),"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6914423151418748],0
has decided Dead Space should only be played during the day ://,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.7545066979692716],0
"would like Father Christmas to come and fix her gas meter, after three days of waiting for British Gas to come and do it, she has decided to call in the big guns!!! :)","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8070962925746947],0
"is happy, gas meter fixed... took literally 2 minutes to do after a 3 day wait :// had a gorgeous shower and is toastie warm :D","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8710804607997834],0
"Woohoo!! Its nearly Christmas :D :D :D lots of pressies under the tree, just gotta go and buy the last few tomorrow, and attempt to do a food shop then its all good!!!!!!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8830681368203204],0
"Info forwarded: Between today and tomorrow, the New FB Privacy setting called /Instant Personalization/"" goes into effect. The new setting shares your data with non-FB sites & it is automatically set to /""Enabled/"". Go to Account>Privacy Settings>Apps & Websites>Instant Personalization>edit settings & uncheck /""Enable/"". BTW If your friends don't do this","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.9573580221506023],0
"has just found out that some total and complete loser has tried to steal her warcraft account, rofl you scrubber :D get a life","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8227687530624984],0
5 gb left til cataclysm trial :) and time to see what that noob has done to my account :(,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8403793984871575],0
1 a.m. and homework done..why do I procrastinate again? Geesh. *jumps into bed*,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8527910270198761],0
Love when it is sooo gorgeous out!! 25 degrees warmer and it would be perfect!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7258649109022681],0
Finally grades are in...finally... haha 3.84 GPA for my first term in grad school..not too shabby!! Didn't get anything lower than an A-! :D It feels hard but apparently I can do it lol,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.81469657286712],0
Lamest thing about the iPad is no flash player..driving me nuts!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8318845196374373],0
Gonna be picking up 3 more hours//week at work..Not sure how it will work for me mentally but it will happen lol,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7869219109406206],0
"11 hour sleep marathon..soooo nice. Hello, weekend! You are my friend.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7692403316242654],0
Watched a bit of Magic School Bus at the gym today..not what I normally would have guessed would be up on the screen but relived chilhood memories :P,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8954317993082871],0
"Hey all...just a heads up if you find a new John Babbitt profile that you are friending, it is NOT my dad..it is a fake//copycat. So..if you've already friended it, I'd unfriend and hopefully he can report it and get it taken down! :)","[1, 5, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8812813090850153],0
One of those nights where I thought I was exhausted and going to bed early but then got a second wind...haha well good night for real! :),"[1, 5, 7, 1, 1, 1, 1, 1, 1, 0]",[0.8408345395698603],0
OK..not normally into college football but when Oregon's in you gotta rep..ready to watch the game.. go Ducks! hehe,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",[0.8269330244325167],0
Adam Bernot drinks lava straight up!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7594557072637108],0
It is 52 degrees and MAGNIFICENT!!! I am warm for the first day in forever! lol,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.877027926955923],0
High fives to all my OT peeps..stickin it through 3ish hours of dinner//poster presentations! Day 1 of finals week down! :),"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8181142868608446],0
Yaay!! My sis got a permanent job!!! Booo she has to move away from me because it's in Everett. Oh well we'll survive LOL :) Congrats Suzy!!!!,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8488724303317087],0
Note to self: Don't look at OT job openings before you're done with OT school...ahhh wish I could work right now LOL,"[1, 1, 1, 1, 1, 5, 1, 1, 1, 0]",[0.8281901909508158],0
"/it was too elegant to make me think of poop./"" - Suzy Babbitt""","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.761275560524672],0
/don't let me go into victoria's secret and sniff things..... Oh,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8053125552849991],0
"Finals done!! Woohoo! 1 semester down, 3 to go! To my OT peeps: Good job! We made it! :) Whether I see you or not- have a great break!!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8725847893541101],0
Alright...day one of term 2 out of 4 starts tomorrow...here we go! :),"[3, 5, 1, 1, 1, 1, 3, 4, 0, 0]",[0.7339682070076191],0
Helping Suzy look for an apartment! She's really excited I came with her because she can use the carpool lane.. lol,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.8500847189417696],0
"Starting off winter break productively...joined a gym and got personal trained today..not bad, eh? Just gotta keep it up..lol","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8358312298158013],0
"Bummin about the fact that I'm not seeing the cousins this holiday season.. Love ya guys!! :) Cousins are the 1st friends of your life. When you grow up, they are still your friends. Cousins are there as childhood friends, and they are there when you get older as forever friends... No one will ever understand your crazy family like your cousins. Re-post this if you have cousins that are awesome","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9075804081588937],0
"I will be without internet for the next couple of days.. Puttin out an early /Merry Christmas/"" to my family & friends! <3 ya all""","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.8921773307410149],0
"/there's an abercrombie nearby..i can smell it/"" - suzy...and there WAS one on the next block!! Lol""","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",[0.811660323004729],0
"Life is good when you're at a piano bar and they are playing /I'm on a Boat/"" hahaha""","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9046029488176968],0
@ Suzy Babbitt's new place for the weekend..limited internet time. Happy New Year everyone..let's make 2011 stellar!! :),"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8884222658418898],0
OMG O_O scary picture..,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",[0.7100813386618768],0
"My friend is hiding a surprise from me... -,-","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7107182892258849],0
Watching the super bowl for language arts...,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8031742274284567],0
Best. Assignment. Ever... ugh... im doing work until 3 when the game starts...,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.77135053484223],0
:D super bowl = fun,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",[0.7501127552180602],0
I LOST MY FACEBOOK PASSWORD!!! Obviously i remembered it...,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.6026744757366467],0
Woah... good day :D,"[5, 5, 9, 1, 1, 6, 1, 0, 0, 0]",[0.7066353349097394],0
:D :D ITS SNOWING!!!! :D,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.3548294788305665],0
noooo! i cant text after 9:30 on school nights and 11 on weekends =[,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.778244145920165],0
^_^ Obsessed with Maroon 5 yesterday... today its Michael Buble.,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8202755831765834],0
I looked up vehicles for the budget project... and i found a scooter for $6000...,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",[0.7532782393724059],0
i go to my kitchen to get something to drink.. and my streets half covered... i look outside again and its completely covered O_O,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.809527046004842],0
Is ANYONE else turning in forms for the challenge program tests...?,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.8318972878166488],0
lol!!! I made a smiley face pizza...,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",[0.8069602870565733],0
Jenny + Halo = Fun and procrastination on homework... :D :D :D,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.6813582637250318],0
Done with the budget project :D :D :D hope i get a good grade...,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7992654547756259],0
always online but never on fb,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6400595328328234],0
In Gaby's anti-chemistry world.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8252791276820574],0
"/mizu no kokoro/""""","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.6438028220630456],0
Finals are all done now let's have some fun. Queen City baby!! @Adilene Lopez,"[5, 5, 5, 9, 9, 1, 1, 0, 0, 0]",[0.7582868089474947],0
I am aware now that somethings will always be fine.,"[5, 3, 1, 1, 1, 1, 1, 5, 0, 0]",[0.783338223031305],0
Congratulations to my awesome friends Jose Reyna and Ma.guadalupe Perez Suarez in their graduation from A&T now we get to call them Ingenieros!! Keep it up guys... your success gives us hope that one day we will be Ingenieros too,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8692590168767839],0
this is a cruel world for dreamers,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7956467623208416],0
TTKA!! Adilene Lopez,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7097879145957645],0
i'm being mexican and i'm celebrating mothers day tomorrow. i love my mommy very very much,"[1, 1, 3, 1, 1, 1, 1, 1, 1, 1]",[0.7498522138834606],0
I miss you,"[1, 1, 1, 1, 1, 1, 5, 0, 0, 0]",[0.6970962878254676],0
why didn't they WARM us?? uhh why?? hahaha,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.672990638910928],0
An Epic Fail is when you go ninja to make your way quietly into your room and you step on one of those dance//sing//light up toys. damn it!!,"[1, 1, 1, 1, 1, 1, 2, 0, 0, 0]",[0.9000008571606419],0
In joy and sorrow my home is in your arms,"[9, 5, 7, 3, 7, 6, 4, 0, 0, 0]",[0.8717701723514631],0
null&viod instead of voices,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6153528268400089],0
null&void instead of voices,"[1, 5, 1, 1, 1, 1, 1, 1, 1, 0]",[0.6705530668061919],0
I think I just fell in love... my Fluids Mechanics Professor is awesome <3.<3,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7453850696032842],0
Retro-Active,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.4440137375681243],0
purple is my new black,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6810036890649794],0
staring at broken clocks... 2 months have gone by...the hands don't turn anymore,"[9, 3, 5, 3, 1, 1, 1, 3, 0, 0]",[0.7425417006117832],0
new beginning,"[5, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.7243437883998147],0
From sublime to ridiculousness there is only one step.,"[3, 4, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8380801800375878],0
qqpqq,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.3848413410235776],0
q,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.2496766642861843],0
qq,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.43735109572121594],0
qqqq,"[1, 1, 2, 1, 1, 2, 1, 3, 0, 0]",[0.5841169820852868],0
pq,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.2609864367095359],0
Sunny Sky's Homemade Ice Cream,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.8568907464405094],0
always keep one foot on the ground.,"[5, 1, 1, 1, 1, 1, 1, 1, 5, 0]",[0.8528797590033778],0
living just to breathe.,"[1, 1, 5, 1, 9, 1, 1, 0, 0, 0]",[0.5966283952743827],0
home with tsuki,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.6770631194341125],0
SHPE Fund Raising NC A&T Engineering Bracelets for sale. buy 1 for $3 or 2 for $5. McNair Lobby.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8749679743969951],0
"wishing a happy birthday to my amazing, awesome and dear cousin Joshua Anthony Redin. I love you very much.","[1, 1, 5, 3, 1, 1, 1, 1, 0, 0]",[0.8457035929923561],0
couldn't heaven wait?. Oh my God!! I wish you were here. I miss you.,"[9, 5, 1, 1, 1, 1, 1, 3, 0, 0]",[0.7878300962359945],0
sushi with the bro. Adi we missed you,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7860932030730996],0
Let me fly,"[1, 5, 5, 1, 1, 1, 1, 1, 0, 0]",[0.6494993028658742],0
"Washed all my blankets and sheets, and their still wet! So I went searching for a blanket to curl up in, the only one I could find was purple with pink flowers, it's actually pretty comfy","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.9109387637706458],0
I just had a Dream where me and my brother got in a fight because he thought i was making fun of his hair colour. very strange dream,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8684936671458197],0
"Tried to go for a run with my dog, but he had to take so many brakes that i barely broke a sweat","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8416840541923322],0
"Traded in 11 games, one Xbox 360 and a Nintendo DSi XL and i still need $12 to buy the new 3DS!! Freakin expensive! but worth it, it is amazing!!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8943407273687604],0
what proof do you have that you exist?,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.6584749296147233],0
hurray for going to school at 4:00 AM!!,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6911874289641057],0
"I will now proceed to remove toast from this toaster with only one, count um one, metal fork","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8226898927141398],0
why cant the doctor work at the hospital? - --Because he doesn't have the patients,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8070128856246348],0
Watch out!! Wait... Never mind,"[1, 1, 3, 1, 1, 1, 1, 1, 1, 0]",[0.6876879474538752],0
That thing thats takes your picture and turns you into a Mii is kinda insulting!,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.823572568158197],0
"the 3-5 business days rule has been shattered, it got here on the 7th day","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.8613151171374795],0
"i just figured out how to /mod/"" Morrowind! it only took me... 9 hours :D""","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8183902679556451],0
Ahh.. Nothing like a hot bowl of ramen at 11,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8551283481594523],0
Facebook is just a ton more fun past midnight,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7505440164087833],0
"Thank god it's the weekend, one more minute of rhetoric strategies and I would have exploded","[1, 1, 1, 3, 1, 1, 1, 1, 1, 0]",[0.8705228104015879],0
i just saw a bucket full of little lab puppy's!,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8291034719598508],0
Dandelion tea is amazing!,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7138189576876753],0
"Just made a Two liter of Dandelion Tea (Dried dandelion leaf and root, and added some Dried Dragon fruit and fresh sliced Ginger for taste) -thought the ginger would be to strong, but its actually pretty good!!","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.9055355486579937],0
Seems like a good day for a walk,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.787906034468261],0
Like this and I'll tell you what I think of you.,"[5, 5, 3, 5, 5, 5, 3, 0, 0, 0]",[0.8460340968404919],0
lalalalalaaala.. oh whats this? oh no!! its a pipe bomb!!!!! ruuuuuuuuuuun!!!!!!!,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.7250349281215848],0
"My sis hacked my Facebook yesterday, now the game is on","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7406067586725159],0
"Very few of the things people find important actually matter. This sense of importance is just an illusion created by our own minds. if you can wrap your head around that, you can discover what it truly important, not what is believed by society to be important","[1, 1, 1, 1, 1, 3, 3, 1, 1, 7]",[0.945654061019529],0
"Vanilla, chocolate, or strawberry?","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.704547828593558],0
Red as the moon. Down from the sky like rain. Gone but still here.,"[4, 1, 1, 1, 1, 5, 1, 1, 0, 0]",[0.8736728685104295],0
"you vote for someone to become a club leader, and then when you ask for a quarter later on in the day they storm right by you without a second glance,tell ya what shes not getting my vote next year","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.909816925419242],0
inst life just amazing :D,"[1, 3, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6947827941762099],0
Freakin 'eck why why can't they be less confuseing,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6835973762026775],0
The essays in Acc English are getting ridiculous!!,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7962283263272327],0
"If you think you know whats important In life, read Ecclesiastes chapters 1-5 then tell me what's truly important","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.6999926246784051],0
like this and ill tell you one like and one dislike,"[3, 1, 1, 1, 5, 1, 1, 1, 0, 0]",[0.711984050591837],0
/so I recommend the enjoyment of life,"[1, 1, 1, 1, 1, 1, 7, 1, 1, 1]",[0.8146833568929205],0
"Just bought Morrowind (Elder scrolls 3) to hold me out until Skyrim (Elder scrolls 5) comes out. wish they would hurry tho, been waiting sense 2008!!","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.7526365385717729],0
Just bought a Van Halen CD,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.6954624452497005],0
What's with people posting with no context whatsoever?! Its just annoying!!,"[1, 1, 1, 1, 7, 1, 1, 1, 1, 0]",[0.780529508593827],0
Today is just amazing!,"[1, 4, 1, 1, 1, 2, 5, 1, 0, 0]",[0.6594649823355243],0
whos all going on the sage grouse field trip next Tuesday?,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.867023461281399],0
Thinking yields interesting results,"[1, 5, 1, 1, 1, 1, 1, 1, 1, 0]",[0.6908063591144292],0
loving Professor Brian Cox **,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.8938655591884501],0
"what's the time? Too bloody early is what,","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.6041632155314889],0
has a stinking burping farting snoring dog that is free to a good home - scratch that - free to any home - warning industrial size air fresheners required!!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8548213430053286],0
is it really really early or late? Having woken up i'm figuring out whether i curse because it's late or early?,"[1, 1, 1, 1, 1, 1, 1, 1, 5, 1]",[0.8043925084319141],0
only strawberry creams left - even i cant bring myself to stoop that low to finish the tin off,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8049865766473747],0
yay the bin men are here - gawd bless their cotton bobbytail socks,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.8517501265496024],0
zzzzz zzzzz zzzz not!,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.6282854859131146],0
"could've done without that, thats for sure","[1, 2, 1, 1, 1, 5, 1, 1, 0, 0]",[0.7063173638719223],0
