id,userid,post_count,text,post_time
2175,5b1eb32579450829ec8faab4d3472ffb,27,Application to get 2 tickets for the Champions League final submitted. Fingers crossed now.,24/02/2011 18:33
2176,5b1eb32579450829ec8faab4d3472ffb,27,Leaving to California tomorrow for 10 days. Back to Warsaw on 7th of March. I will miss those -15 degrees. NOT.,25/02/2011 12:31
2177,5b1eb32579450829ec8faab4d3472ffb,27,needs proper holidays,26/01/2011 19:22
2178,5b1eb32579450829ec8faab4d3472ffb,27,Arrived in L.A. Rushing to bed...,27/02/2011 07:31
2179,5b1eb32579450829ec8faab4d3472ffb,27,"is packing to leave tomorrow for a Warsaw-Cyprus-London-Warsaw 1-week trip. If you are in London on 3//4//5th Feb, drop me a line and we could try to catch up :)",29/01/2011 17:32
2180,5b1eb32579450829ec8faab4d3472ffb,27,Warsaw-Cyprus-London-Warsaw. Back in 1 week.,30/01/2011 12:41
2181,5c31d7d80e78643cd5289acec0561d77,21,"My cap and gown, prom dress and senior band shirt are all next to eachother in my closet......I'm gonna have to accept that I'm gonna graduate pretty soon aren't i?",01/05/2011 14:44
2182,5c31d7d80e78643cd5289acec0561d77,21,"Rutgers University paid Snooki $32,000 (that money was obtained from mandatory student funds) to speak at their university. An exact quote from her speech /Study hard",04/04/2011 22:38
2183,5c31d7d80e78643cd5289acec0561d77,21,"Quote of the day, /Now I know how George Washington felt when Napoleon beat him at Pearl Harbor./"" Just...no.""",07/05/2011 21:08
2184,5c31d7d80e78643cd5289acec0561d77,21,"In the same way that I look at the Mona Lisa and know that there is no way it could have been created by randomly slinging paint at a canvas, I refuse to believe that a world this complex and beautiful could have happened on accident",09/04/2011 13:22
2185,5c31d7d80e78643cd5289acec0561d77,21,Ah eurovision....so far you disapoint me. Mainly Turkey and Armenia ( no offense),11/05/2011 00:00
2186,5c31d7d80e78643cd5289acec0561d77,21,"The Netherlands, Slovakia, Sweden, Romana..............only decent countries I've seen in Eurovision so far. Seriously wat the heck?",11/05/2011 02:11
2187,5c31d7d80e78643cd5289acec0561d77,21,The sky is crying,13/05/2011 23:03
2188,5c31d7d80e78643cd5289acec0561d77,21,"Went to the band banquet instead of watching eurovision. Good thing to, WHY EUROVISION MUST YOU FAIL THIS YEAR!!!!!!!!!!!!!!!",15/05/2011 16:54
2189,5c31d7d80e78643cd5289acec0561d77,21,"Got my prom dress.....took me a grand total of ten minutes, Why do girls take hours with something so simple as this?",17/04/2011 00:48
2190,5c31d7d80e78643cd5289acec0561d77,21,"Walked up to my cousin reading the Bible and said, /Spoiler alert: Jesus dies/"" I don't believe hitting me with it is fair....""",20/04/2011 00:45
2191,5c31d7d80e78643cd5289acec0561d77,21,Class of 2011....we so earned a ticket downstairs for laughing today. Just....wow,20/05/2011 02:02
2192,5c31d7d80e78643cd5289acec0561d77,21,Was crowned the Burger Queen at the Burger King on the corner of Nova and Granda for telling off some woman who ordered 50 dollars worth of Burger King.....is it sad I am more proud of this than actually graduating?,20/05/2011 23:48
2193,5c31d7d80e78643cd5289acec0561d77,21,Like my status and I'll tell you: 1. How we met. 2. My first impression of you. 3. What I like about you. 4. Favorite memory of you. 5. But if you like this you must put it as your status!,21/04/2011 22:09
2194,5c31d7d80e78643cd5289acec0561d77,21,It just hit me that I can now friend Mr. Scaccia and Mr. Benoit....,21/05/2011 02:20
2195,5c31d7d80e78643cd5289acec0561d77,21,Shakespeare:/ Romeo,22/04/2011 20:23
2196,5c31d7d80e78643cd5289acec0561d77,21,My brother cried for 35 minutes over the lack of jelly on his sandwich.....35 MINUTES!!! I TIMED IT AND ANDREA TEXTED ME EVERY THREE MINUTES TO KEEP TIME,23/04/2011 21:23
2197,5c31d7d80e78643cd5289acec0561d77,21,"Read part of MacBeth.....my reaction? Lady MacDeath, stop getting your political news from crazy old woman who live in? the bushes!!",24/04/2011 20:45
2198,5c31d7d80e78643cd5289acec0561d77,21,/Nearly all men can stand adversity,28/04/2011 23:08
2199,5cc136477bfe3fcfe809dc451e4243ef,69,Feeling good after a run. Heading across town to explore. Someone text me ^_^,01/03/2011 02:02
2200,5cc136477bfe3fcfe809dc451e4243ef,69,I think I need to go back to the mountain to get my xbox and quit my job then just move down here,01/03/2011 04:41
2201,5cc136477bfe3fcfe809dc451e4243ef,69,Up at 0430 am and getting ready to drive to the testing site.,01/03/2011 11:50
2202,5cc136477bfe3fcfe809dc451e4243ef,69,I realize now I forgot my sunglasses this morning,01/03/2011 14:35
2203,5cc136477bfe3fcfe809dc451e4243ef,69,"You know who you are and you know what you did. Its never to late to change it but, I'll never forget it.",01/03/2011 18:57
2204,5cc136477bfe3fcfe809dc451e4243ef,69,I'm hip-hop baby,01/03/2011 23:35
2205,5cc136477bfe3fcfe809dc451e4243ef,69,"Go ahead, take a chance. I'm waiting for you to see that it may not be perfect but its worth a shot. Come on girl let's give it all we got.",02/03/2011 01:49
2206,5cc136477bfe3fcfe809dc451e4243ef,69,Getting ready to leave the valley.,03/03/2011 00:41
2207,5cc136477bfe3fcfe809dc451e4243ef,69,Some people are happy to be home from a long trip I can officially count myself among those who are not.,03/03/2011 05:28
2208,5cc136477bfe3fcfe809dc451e4243ef,69,In 1 hour its going to be 3//03. The single most epic day of the year.,03/03/2011 05:59
2209,5cc136477bfe3fcfe809dc451e4243ef,69,Life is not tried it is merely survived when your standing outside the fire.,04/02/2011 02:38
2210,5cc136477bfe3fcfe809dc451e4243ef,69,"I greatly enjoy working out I would, however, enjoy it even more if someone would go with me.",05/03/2011 06:14
2211,5cc136477bfe3fcfe809dc451e4243ef,69,"If I sleep then I must wake and when I wake I would know if this were just a dream, so for this I must not sleep lest these sweet dreams desert me",07/02/2011 01:44
2212,5cc136477bfe3fcfe809dc451e4243ef,69,After an extremly long and even more amazing weekend its back to the routine.,07/02/2011 23:55
2213,5cc136477bfe3fcfe809dc451e4243ef,69,Thinking of you...,08/02/2011 20:38
2214,5cc136477bfe3fcfe809dc451e4243ef,69,"Well, suns coming up. Time to go home and try to get some sleep.",08/03/2011 13:33
2215,5cc136477bfe3fcfe809dc451e4243ef,69,Yep I'm awake. Don't know why. But I am,08/03/2011 19:14
2216,5cc136477bfe3fcfe809dc451e4243ef,69,Not currently positive the sun is coming up tomorrow,09/02/2011 04:28
2217,5cc136477bfe3fcfe809dc451e4243ef,69,"As we travel down this road called life all we can really hope for is that we made an impression on the right people at the right time, and ultimately we hope to impress someone enough that they travel with us.",09/02/2011 05:43
2218,5cc136477bfe3fcfe809dc451e4243ef,69,"I can hear you, alone in the dark, and I've come to tell you. Don't be afraid, come take my hand and I will show you the way.",10/02/2011 06:21
2219,5cc136477bfe3fcfe809dc451e4243ef,69,Lost in stereo,10/03/2011 05:26
2220,5cc136477bfe3fcfe809dc451e4243ef,69,If I go crazy then will you still call me superman?,11/02/2011 08:27
2221,5cc136477bfe3fcfe809dc451e4243ef,69,I can ride MY bike with NO HANDLEBARS!!,12/02/2011 00:37
2222,5cc136477bfe3fcfe809dc451e4243ef,69,"Wanted to put something fitting but honestly I think Lost in Stereo pretty much covers it. So, Lost In Stereo.",12/03/2011 05:58
2223,5cc136477bfe3fcfe809dc451e4243ef,69,You only get one shot...,12/03/2011 07:30
2224,5cc136477bfe3fcfe809dc451e4243ef,69,"1.5 miles, 13:00 minutes, soul crushing defeat. Next 2 weeks are going to be intense...",14/02/2011 05:10
2225,5cc136477bfe3fcfe809dc451e4243ef,69,"Valentines day, just an excuse to eat far to much chocolate.",14/02/2011 23:28
2226,5cc136477bfe3fcfe809dc451e4243ef,69,I feel like a monster. The good kind that is.,14/03/2011 08:00
2227,5cc136477bfe3fcfe809dc451e4243ef,69,O sht y'all I think they forgot about Dre!,15/03/2011 01:27
2228,5cc136477bfe3fcfe809dc451e4243ef,69,"Honestly, what is the worst that could happen?",16/03/2011 01:24
2229,5cc136477bfe3fcfe809dc451e4243ef,69,Not even 9pm and I'm ready for bed...,17/02/2011 03:36
2230,5cc136477bfe3fcfe809dc451e4243ef,69,It ain't nothing but a g thang baby,17/03/2011 22:51
2231,5cc136477bfe3fcfe809dc451e4243ef,69,There needs to be more of a nightlife on this mountain...,18/02/2011 04:29
2232,5cc136477bfe3fcfe809dc451e4243ef,69,"1.5 miles,12:29 minutes. Making progress",19/02/2011 05:21
2233,5cc136477bfe3fcfe809dc451e4243ef,69,Saturday night and I'm busy with push ups sit up and running a few miles. What did you do this weekend?,20/02/2011 05:33
2234,5cc136477bfe3fcfe809dc451e4243ef,69,"Hahaha, yeah.",21/03/2011 05:17
2235,5cc136477bfe3fcfe809dc451e4243ef,69,15 reps at 340. We going up from here.,21/03/2011 05:19
2236,5cc136477bfe3fcfe809dc451e4243ef,69,Time to get this show on the road.,25/02/2011 19:09
2237,5cc136477bfe3fcfe809dc451e4243ef,69,"Made it to Tucson, found the place I'm going in the morning and am now at the home of Mr. Stockton.",26/02/2011 01:23
2238,5cc136477bfe3fcfe809dc451e4243ef,69,"0530 am, on the road. Gonna stop and get some water. Here we go!",26/02/2011 12:39
2239,5cc136477bfe3fcfe809dc451e4243ef,69,And then there were 2...,26/03/2011 01:56
2240,5cc136477bfe3fcfe809dc451e4243ef,69,"The reasons for the misunderstandings, the emergency landings on a plane headed for home.",26/03/2011 04:32
2241,5cc136477bfe3fcfe809dc451e4243ef,69,"Been playing BlackOps on the ps3 at the Ko Ton residence and, yeah, I need to get this game.",27/02/2011 07:59
2242,5cc136477bfe3fcfe809dc451e4243ef,69,Finally awake and ready to get moving. Going to get all together then I'm on my way to Phoenix,27/02/2011 19:01
2243,5cc136477bfe3fcfe809dc451e4243ef,69,Good stay in Tucson. Didn't go exactly the way I wanted but got to hang out with an old friend and meet a couple of new ones. But now I'm on the road again.,27/02/2011 22:08
2244,5cc136477bfe3fcfe809dc451e4243ef,69,Feels a strong urge to consume large amounts of caffine right now...,27/03/2011 03:04
2245,5cc136477bfe3fcfe809dc451e4243ef,69,Welcome to the Xander zone,27/03/2011 23:53
2246,5cc136477bfe3fcfe809dc451e4243ef,69,"In Scottsdale, at my grandmas house. Probably here till Wednesday.",28/02/2011 00:18
2247,5cc136477bfe3fcfe809dc451e4243ef,69,"If someone asked me what I wanted, right now my answer would be: I want you, to tell me that you want to see me, to tell me you want me to hold you safe in my embrace, to make me feel that feeling I can only get when I see your face. My answer would be, I want you.",28/02/2011 00:51
2248,5cc136477bfe3fcfe809dc451e4243ef,69,"I know 2 adresses here in the valley and you, Google Maps, are wrong. I know what's at that adress and it is definitely not what I'm looking for.",28/02/2011 03:42
2249,5cc136477bfe3fcfe809dc451e4243ef,69,"Yeah, I'm at a baseball game",28/02/2011 20:08
2250,5cc136477bfe3fcfe809dc451e4243ef,69,"Going to take care of a couple things after the game. Then I'm just going to go exploring. Maybe try and get lost, with a gps...",28/02/2011 22:24
2251,5cc136477bfe3fcfe809dc451e4243ef,69,Dear world,I <3 you
2252,5cc136477bfe3fcfe809dc451e4243ef,69,I can't lie,I'm feeling a little bit country.
2253,5cc136477bfe3fcfe809dc451e4243ef,69,Attention everyone currently on the 101 south bound,would you kindly fuck off
2254,5f86969fe97dd82aba8a683fe7ce6460,58,feels successful. i cut my hair and it actually looks good. :D,01/02/2011 00:24
2255,5f86969fe97dd82aba8a683fe7ce6460,58,HHAHAHA just found a picture of a wedding party attacking the gazebo.. (dnd joke) will post soon,01/02/2011 02:43
2256,5f86969fe97dd82aba8a683fe7ce6460,58,I Am Number Four is going to be a movie?? SO FREAKING EXCITED.,03/01/2011 01:22
2257,5f86969fe97dd82aba8a683fe7ce6460,58,today has been insanely awesome book-wise. :D :D :D,03/01/2011 01:25
2258,5f86969fe97dd82aba8a683fe7ce6460,58,"today has been an absolutely wonderful day. i feel completely lucky, and glad, and thankful... just about everything basically.",03/01/2011 04:46
2259,5f86969fe97dd82aba8a683fe7ce6460,58,Aaargh please tell me Kockler will let me add a class,03/01/2011 20:07
2260,5f86969fe97dd82aba8a683fe7ce6460,58,does anyone have some interesting words to share?,03/01/2011 22:53
2261,5f86969fe97dd82aba8a683fe7ce6460,58,the world religions movie (sita sings the blues) is really good. i'm already rewatching it lol,05/02/2011 03:40
2262,5f86969fe97dd82aba8a683fe7ce6460,58,never see the present 'cause you're always looking back//counting down the seconds to a heart attack,05/02/2011 16:27
2263,5f86969fe97dd82aba8a683fe7ce6460,58,uhh.. is anybody else having trouble with how deviantart is acting?? O_O deviantart.com,06/01/2011 04:00
2264,5f86969fe97dd82aba8a683fe7ce6460,58,SIMS 3 XD,06/02/2011 23:26
2265,5f86969fe97dd82aba8a683fe7ce6460,58,today feels like two days.. and i love crafts direct,08/01/2011 23:42
2266,5f86969fe97dd82aba8a683fe7ce6460,58,just found a harry potter manga that follows james potter and snape when they were in school *freaks out in excitement* but i almost have to go to bed. :(,08/02/2011 04:02
2267,5f86969fe97dd82aba8a683fe7ce6460,58,whahahahahaa this makes me feel so smart! FINALLY moved my music. WHUAHAHAHA good thing kate got me to do it.,09/01/2011 02:27
2268,5f86969fe97dd82aba8a683fe7ce6460,58,/Today,09/01/2011 20:56
2269,5f86969fe97dd82aba8a683fe7ce6460,58,"does anybody wanna talk about spirituality right now in the middle of the night? lol. my brain is working too much, can't sleep...",11/02/2011 06:15
2270,5f86969fe97dd82aba8a683fe7ce6460,58,"blahahabajbjbsaa i'm so jittery right now. how did i forget that iced coffe includes caffiene and cafiene makes you awake. my english doesnt even make sense. oh wait, thats normall.",11/02/2011 08:05
2271,5f86969fe97dd82aba8a683fe7ce6460,58,i JUST woke up. wow. seriously.,11/02/2011 19:01
2272,5f86969fe97dd82aba8a683fe7ce6460,58,ohhh yeah... that song came out...while i was sleeping... that's what i get for sleeping in.,11/02/2011 19:34
2273,5f86969fe97dd82aba8a683fe7ce6460,58,I'm writing haikus they are difficult sometimes and sound really weird. :P,12/01/2011 23:56
2274,5f86969fe97dd82aba8a683fe7ce6460,58,"so today my dad found kate's ipod nano in the ditch he lost it in last month. it's been plowed over, and now i have permission to take it apart. :D",12/02/2011 22:25
2275,5f86969fe97dd82aba8a683fe7ce6460,58,"is attempting to kill off all the characters in a town on sims 3. nearly done with the first guy, he's neurotic and trapped in a room... keeps talking to himself...",13/02/2011 00:58
2276,5f86969fe97dd82aba8a683fe7ce6460,58,today i fell onto the floor from laughing. successful day? yes.,13/02/2011 01:30
2277,5f86969fe97dd82aba8a683fe7ce6460,58,you never realize how easy internet stalking is until you try it. - one of my friends......,13/02/2011 02:21
2278,5f86969fe97dd82aba8a683fe7ce6460,58,they say that what doesn't kill us makes us who we are- MCS,14/01/2011 00:07
2279,5f86969fe97dd82aba8a683fe7ce6460,58,fridayyyyyyyyyyyyyyh,14/01/2011 12:48
2280,5f86969fe97dd82aba8a683fe7ce6460,58,"blahhh why is facebook so evil???? it makes no difference when you were born, there are two types of astrology. google /Sidereal vs Tropical/"" and it'll explain the sun sign stuff.""",14/01/2011 21:44
2281,5f86969fe97dd82aba8a683fe7ce6460,58,/That's worth rephrasing: If you considered yourself a Cancer under the tropical zodiac last week,14/01/2011 22:38
2282,5f86969fe97dd82aba8a683fe7ce6460,58,thumbs up if you think valentine's day is pretty ridiculous.,14/02/2011 03:02
2283,5f86969fe97dd82aba8a683fe7ce6460,58,"/she shot us twice. we're definitely dead./"" /""oh... but isn't that like a double negative? so we're alive? /""oh yeah./"" /""or maybe we're un-dead... so were zombies./"" /""no",14/02/2011 22:19
2284,5f86969fe97dd82aba8a683fe7ce6460,58,"imac, y u have no photobooth??",15/02/2011 02:51
2285,5f86969fe97dd82aba8a683fe7ce6460,58,i'm sick :P but i wanna go to school *cries*,15/02/2011 23:20
2286,5f86969fe97dd82aba8a683fe7ce6460,58,"rofl, kbowl was fun and fashionistas are funny XD and now i'm really tired",16/01/2011 05:07
2287,5f86969fe97dd82aba8a683fe7ce6460,58,writing writing writing writing writing.............,16/02/2011 01:41
2288,5f86969fe97dd82aba8a683fe7ce6460,58,I love writing.,16/02/2011 03:41
2289,5f86969fe97dd82aba8a683fe7ce6460,58,so excited for tomorrow... katie is coming :D,17/01/2011 04:21
2290,5f86969fe97dd82aba8a683fe7ce6460,58,O_O,17/02/2011 02:57
2291,5f86969fe97dd82aba8a683fe7ce6460,58,weird dream,18/01/2011 12:28
2292,5f86969fe97dd82aba8a683fe7ce6460,58,i vote we all dress up really fancy on saturday for the knowledge bowl meet. it would be amusing.,21/01/2011 02:34
2293,5f86969fe97dd82aba8a683fe7ce6460,58,HAHAHAHAH i love being tired,22/01/2011 21:30
2294,5f86969fe97dd82aba8a683fe7ce6460,58,my siblings are crazy. they do not fully appreciate cheddar cheese soup and beer bread. SO good!,22/12/2010 00:48
2295,5f86969fe97dd82aba8a683fe7ce6460,58,"pizza for breakfast at twelve. break just started, and i'm already sleeping weirdly.",22/12/2010 18:51
2296,5f86969fe97dd82aba8a683fe7ce6460,58,"fuzziest, softest socks ever.",25/12/2010 04:43
2297,5f86969fe97dd82aba8a683fe7ce6460,58,cabin soon :D,25/12/2010 18:05
2298,5f86969fe97dd82aba8a683fe7ce6460,58,"i swear, a lot of girls on the internet do not understand the concept, even, of logic. like /what happens to your FB account when you die./""""",26/01/2011 00:59
2299,5f86969fe97dd82aba8a683fe7ce6460,58,"i thought it was pretty awesome when the music director from scsu recognized me... then i realized it was because at my yccm audition i messed up /my country tis of thee/"" in a way no one else has ever done... :P""",27/01/2011 03:31
2300,5f86969fe97dd82aba8a683fe7ce6460,58,wowww,28/01/2011 01:26
2301,5f86969fe97dd82aba8a683fe7ce6460,58,/you say we shouldnt care about how we look,29/01/2011 22:48
2302,5f86969fe97dd82aba8a683fe7ce6460,58,imagine if pokes were posted to the newsfeed... that would be very crowded and annoying.,29/12/2010 22:29
2303,5f86969fe97dd82aba8a683fe7ce6460,58,ooooooo crafts direct tomorrow. i feel like a little kid freaking out about it lol,30/12/2010 04:05
2304,5f86969fe97dd82aba8a683fe7ce6460,58,"best feeling ever: when you get 30 dollars worth of stuff, but the sales are so crazy that you only spend 5. XD",30/12/2010 23:50
2305,5f86969fe97dd82aba8a683fe7ce6460,58,"this status is about something unrelated to new year's eve, or anything relevant. instead it is about something i find exciting, that i post even though it might be stupid and irrelevant. in this status at the end, i say i am super happy. and also, i mention how i need a haircut. the end.",31/12/2010 22:55
2306,5fcf46eb6809a240af3ab9bcb4f2b92f,45,"My eldest daughter is named Summer, as she is my ray of sunshine. My youngest daughter is called Spring, as she gives hope of what is to come. And my son is called Autumn, as he has Down's syndrome and keeps falling out of trees.",03/03/2011 19:57
2307,5fcf46eb6809a240af3ab9bcb4f2b92f,45,ABSOLUT RUBY RED!,05/03/2011 01:19
2308,5fcf46eb6809a240af3ab9bcb4f2b92f,45,just woke up. Apparently I have a nocturnal sleep cycle now,05/03/2011 17:55
2309,5fcf46eb6809a240af3ab9bcb4f2b92f,45,just orderd my new longboard :D,06/02/2011 19:36
2310,5fcf46eb6809a240af3ab9bcb4f2b92f,45,fucking cat ninjad my meat,06/03/2011 00:32
2311,5fcf46eb6809a240af3ab9bcb4f2b92f,45,voldemort loves his soul so much he put a ring on it,06/03/2011 11:32
2312,5fcf46eb6809a240af3ab9bcb4f2b92f,45,probably a good idea to get out of bed now...,09/01/2011 11:54
2313,5fcf46eb6809a240af3ab9bcb4f2b92f,45,ugh physics work to do :S,09/01/2011 16:01
2314,5fcf46eb6809a240af3ab9bcb4f2b92f,45,why do people keep telling me to press F13. I dont even have an F13.,09/01/2011 20:53
2315,5fcf46eb6809a240af3ab9bcb4f2b92f,45,HILLY WOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,09/02/2011 19:10
2316,5fcf46eb6809a240af3ab9bcb4f2b92f,45,IVE GOT MY LONGBOARD IVE GOT MY LONGBOARD IVE GOT MY LONGBOARD IVE GOT MY LONGBOARD IVE GOT MY LONGBOARD IVE GOT MY LONGBOARD IVE GOT MY LONGBOARD IVE GOT MY LONGBOARD IVE GOT MY LONGBOARD IVE GOT MY LONGBOARD,09/02/2011 20:16
2317,5fcf46eb6809a240af3ab9bcb4f2b92f,45,OW falling off longboards hurts,12/02/2011 14:51
2318,5fcf46eb6809a240af3ab9bcb4f2b92f,45,its valentines day?,14/02/2011 01:00
2319,5fcf46eb6809a240af3ab9bcb4f2b92f,45,duke nukem's WHIZZLE TITS,14/02/2011 11:12
2320,5fcf46eb6809a240af3ab9bcb4f2b92f,45,my mum stole my vodka and coke!,16/01/2011 20:23
2321,5fcf46eb6809a240af3ab9bcb4f2b92f,45,yay no colege :) but i have fuck all to doo,16/02/2011 10:54
2322,5fcf46eb6809a240af3ab9bcb4f2b92f,45,if men can helicopter can women chinook?,18/01/2011 20:17
2323,5fcf46eb6809a240af3ab9bcb4f2b92f,45,im trying to find a way to put the word pikachurin into my biochem coursework any questions?,20/01/2011 19:46
2324,5fcf46eb6809a240af3ab9bcb4f2b92f,45,welllast night was unexpected...,20/02/2011 11:36
2325,5fcf46eb6809a240af3ab9bcb4f2b92f,45,someone entertain me,20/02/2011 12:43
2326,5fcf46eb6809a240af3ab9bcb4f2b92f,45,:P,20/02/2011 17:20
2327,5fcf46eb6809a240af3ab9bcb4f2b92f,45,"going into kingston tomorow, does anyone want to come with?",21/02/2011 18:14
2328,5fcf46eb6809a240af3ab9bcb4f2b92f,45,oh shit tomorows monday! just kidding I get mondays off,23/01/2011 23:11
2329,5fcf46eb6809a240af3ab9bcb4f2b92f,45,If it wasbt for physics abd law enforcement I'd be unstopable,24/01/2011 01:20
2330,5fcf46eb6809a240af3ab9bcb4f2b92f,45,he is we ?,24/01/2011 16:57
2331,5fcf46eb6809a240af3ab9bcb4f2b92f,45,all the pictyures on my phone have gone :(,24/01/2011 18:54
2332,5fcf46eb6809a240af3ab9bcb4f2b92f,45,RUM!,24/02/2011 19:31
2333,5fcf46eb6809a240af3ab9bcb4f2b92f,45,a guy got arrested for trying to buy a 360 with two ounces of weed. fucking stoners.,25/01/2011 17:59
2334,5fcf46eb6809a240af3ab9bcb4f2b92f,45,i might of just brocken my DS :S,25/01/2011 21:42
2335,5fcf46eb6809a240af3ab9bcb4f2b92f,45,"Im thinking about getting a mohawk done, what do you think?",25/02/2011 12:57
2336,5fcf46eb6809a240af3ab9bcb4f2b92f,45,"shit were running out of Helium, Tiquila and Chocolate, BUT THERE ALL MY FAVORITE THINGS!",28/02/2011 14:45
2337,5fcf46eb6809a240af3ab9bcb4f2b92f,45,someone bring alcohol to my house now plox,29/01/2011 01:46
2338,5fcf46eb6809a240af3ab9bcb4f2b92f,45,just set fire to an orange,29/01/2011 04:47
2339,5fcf46eb6809a240af3ab9bcb4f2b92f,45,just melted a bannana,29/01/2011 06:56
2340,5fcf46eb6809a240af3ab9bcb4f2b92f,45,Roses are red nuts are round skirts are up panties are down belly to belly skin to skin when its stiff stick it in,30/01/2011 22:26
2341,5fcf46eb6809a240af3ab9bcb4f2b92f,45,Medorthophobia-Fear of erect penises,31/01/2011 18:30
2342,5fcf46eb6809a240af3ab9bcb4f2b92f,45,loving the way facebook is telling me about whos commenting on my stuff >|,31/01/2011 19:26
2343,5fcf46eb6809a240af3ab9bcb4f2b92f,45,thinking of getting a longboard...,31/01/2011 21:38
2344,61e7f6145fd03d709cabbde3faf33412,52,"For our first lab in bio, were doing thumb wars.",03/01/2011 19:25
2345,61e7f6145fd03d709cabbde3faf33412,52,/Every time you walk outside on a windy day,03/02/2011 17:28
2346,61e7f6145fd03d709cabbde3faf33412,52,Jack in the box after a late night class. :),05/01/2011 06:08
2347,61e7f6145fd03d709cabbde3faf33412,52,/Oh,05/02/2011 02:33
2348,61e7f6145fd03d709cabbde3faf33412,52,Oh we have a sub today. Well looks like I'm not gonna pay attention today.,07/02/2011 16:14
2349,61e7f6145fd03d709cabbde3faf33412,52,"So I'm watching battlefield earth just for the hell of it. This film, based on scientology, is batshit crazy. Oh scientology, what an insane acid trip you are.",08/01/2011 19:51
2350,61e7f6145fd03d709cabbde3faf33412,52,"To friends, loved ones, & all whom we care about. May the parties never stop & the good times keep on rollin. Let's not wait too long to get together again. ;)",09/01/2011 09:44
2351,61e7f6145fd03d709cabbde3faf33412,52,/Today,10/01/2011 03:12
2352,61e7f6145fd03d709cabbde3faf33412,52,"/Mitsubishis and all those other cars that all you racers have nowadays are just toys. Go get yourselves real cars you jackoffs!/"" -my biology professor""",10/01/2011 17:37
2353,61e7f6145fd03d709cabbde3faf33412,52,/Rice=sake,11/01/2011 05:53
2354,61e7f6145fd03d709cabbde3faf33412,52,Trying to sit through an online lecture without going on the fucking around on the internet is like giving a kid some matches and TNT and telling him not to light it.,11/01/2011 22:36
2355,61e7f6145fd03d709cabbde3faf33412,52,"Taking a look back at all my posts, two things come to mind: /How in the hell did I come up with that!? That was genius!/"" or /""What in the hell possessed me to write that!? That was totally retarded!/"" I did have a good giggle for a minute or two.""",11/01/2011 22:55
2356,61e7f6145fd03d709cabbde3faf33412,52,Finished four days worth of work in five hours. Now who says procrastination isn't a great motivator?,)
2357,61e7f6145fd03d709cabbde3faf33412,52,Nudists have pretty convinving arguments for why we should all be nudists.,13/01/2011 00:54
2358,61e7f6145fd03d709cabbde3faf33412,52,Sharks: They only bite if you touch their private parts,13/01/2011 14:03
2359,61e7f6145fd03d709cabbde3faf33412,52,"Am I gonna rape my stats final or is my stats final gonna rape me? Idk, let's find out. . . .",13/12/2010 15:55
2360,61e7f6145fd03d709cabbde3faf33412,52,Well I got the crap man-handled out of me by my stats final and my ass is a red. But I think I did ok. Hopefully I'm right and it won't try to finish the job.,13/12/2010 18:29
2361,61e7f6145fd03d709cabbde3faf33412,52,Ha. Guess I'm a Leo now.,15/01/2011 01:43
2362,61e7f6145fd03d709cabbde3faf33412,52,Here at the christmas concert at arlington. Remembering all of the practices and performances and all that jazz. Ah goodtimes goodtimes.,16/12/2010 03:27
2363,61e7f6145fd03d709cabbde3faf33412,52,"After a long time of procrastinating, I finally deleted my myspace.",17/01/2011 03:55
2364,61e7f6145fd03d709cabbde3faf33412,52,Well it seems I raped my stats final and kicked the shit out of my ethics final. Passed both with better grades than I thought. :),17/12/2010 00:42
2365,61e7f6145fd03d709cabbde3faf33412,52,You know you're lazy asses if you and your sibling are arguing over who should reach an extra inch to grab the remote. . . . & you guys give up cause its tiring,18/01/2011 05:32
2366,61e7f6145fd03d709cabbde3faf33412,52,"After an hour or so of vomitting fountains of snot and phlegm from my nose & having an exorcist rid me of my demonic bouts of coughing, I can finally breath. :)",18/01/2011 18:20
2367,61e7f6145fd03d709cabbde3faf33412,52,Oh I love it when nikkos hits that sweet spot. Oh yeah! XD,18/01/2011 21:56
2368,61e7f6145fd03d709cabbde3faf33412,52,Naps. . . . .enough said. :),19/01/2011 01:10
2369,61e7f6145fd03d709cabbde3faf33412,52,Biological psychology = mind blown,19/01/2011 04:33
2370,61e7f6145fd03d709cabbde3faf33412,52,"That show /1000 ways to die/"" is frickin hilarious!!! XD""",20/01/2011 02:17
2371,61e7f6145fd03d709cabbde3faf33412,52,Thinking about pizza hut. I'm seriously considering killing the girl in fron of me for her slice. o_O,20/01/2011 18:51
2372,61e7f6145fd03d709cabbde3faf33412,52,Well just about to head in to get my wisdom teeth pulled. Such a shame I can't touch those delicious brownies for a while.,21/12/2010 18:59
2373,61e7f6145fd03d709cabbde3faf33412,52,I just got out of my surgery provedcure thing. They had to put me under. I feel goood. :),21/12/2010 21:24
2374,61e7f6145fd03d709cabbde3faf33412,52,Well I got my wisdom teeth pulled yesterday and that was followed by a day long headache. But today I got no pain. :) yay.,22/12/2010 20:26
2375,61e7f6145fd03d709cabbde3faf33412,52,I tried eating a brownie. That was an interesting experience.,23/12/2010 03:02
2376,61e7f6145fd03d709cabbde3faf33412,52,/If you got your wisdom teeth taken out,23/12/2010 04:42
