,userid,text,id,negative_ny,time,time_diff
1704,5cc136477bfe3fcfe809dc451e4243ef,Life is not tried it is merely survived when your standing outside the fire.,2209,1,2011-02-04,53
1702,5cc136477bfe3fcfe809dc451e4243ef,"If I sleep then I must wake and when I wake I would know if this were just a dream, so for this I must not sleep lest these sweet dreams desert me",2211,4,2011-02-07,50
1703,5cc136477bfe3fcfe809dc451e4243ef,After an extremly long and even more amazing weekend its back to the routine.,2212,2,2011-02-07,50
1700,5cc136477bfe3fcfe809dc451e4243ef,Thinking of you...,2213,4,2011-02-08,49
1701,5cc136477bfe3fcfe809dc451e4243ef,"Patience is a virtue, unfortunately its the most valuable one which is why there is so little of it",596,1,2011-02-08,49
1698,5cc136477bfe3fcfe809dc451e4243ef,"As we travel down this road called life all we can really hope for is that we made an impression on the right people at the right time, and ultimately we hope to impress someone enough that they travel with us.",2217,4,2011-02-09,48
1697,5cc136477bfe3fcfe809dc451e4243ef,Not currently positive the sun is coming up tomorrow,2216,1,2011-02-09,48
1699,5cc136477bfe3fcfe809dc451e4243ef,"I don't really know what's going on right now, not sure how I'm going to deal with this, hit me like a ton of bricks...",597,1,2011-02-09,48
1696,5cc136477bfe3fcfe809dc451e4243ef,"I can hear you, alone in the dark, and I've come to tell you. Don't be afraid, come take my hand and I will show you the way.",2218,2,2011-02-10,47
1695,5cc136477bfe3fcfe809dc451e4243ef,If I go crazy then will you still call me superman?,2220,4,2011-02-11,46
1694,5cc136477bfe3fcfe809dc451e4243ef,I can ride MY bike with NO HANDLEBARS!!,2221,2,2011-02-12,45
1692,5cc136477bfe3fcfe809dc451e4243ef,"1.5 miles, 13:00 minutes, soul crushing defeat. Next 2 weeks are going to be intense...",2224,4,2011-02-14,43
1693,5cc136477bfe3fcfe809dc451e4243ef,"Valentines day, just an excuse to eat far to much chocolate.",2225,2,2011-02-14,43
1691,5cc136477bfe3fcfe809dc451e4243ef,"I seem to have misplaced my ability to sleep, if you find it please let me know.",598,1,2011-02-16,41
1690,5cc136477bfe3fcfe809dc451e4243ef,Not even 9pm and I'm ready for bed...,2229,4,2011-02-17,40
1689,5cc136477bfe3fcfe809dc451e4243ef,There needs to be more of a nightlife on this mountain...,2231,1,2011-02-18,39
1688,5cc136477bfe3fcfe809dc451e4243ef,"1.5 miles,12:29 minutes. Making progress",2232,2,2011-02-19,38
1687,5cc136477bfe3fcfe809dc451e4243ef,Saturday night and I'm busy with push ups sit up and running a few miles. What did you do this weekend?,2233,4,2011-02-20,37
1686,5cc136477bfe3fcfe809dc451e4243ef,Im fairly certain that if I keep working out like this I won't be able to afford to feed myself lol,600,1,2011-02-21,36
1685,5cc136477bfe3fcfe809dc451e4243ef,The beauty of grace is that it makes life not fair.,601,1,2011-02-24,33
1684,5cc136477bfe3fcfe809dc451e4243ef,Time to get this show on the road.,2236,4,2011-02-25,32
1681,5cc136477bfe3fcfe809dc451e4243ef,"Made it to Tucson, found the place I'm going in the morning and am now at the home of Mr. Stockton.",2237,4,2011-02-26,31
1682,5cc136477bfe3fcfe809dc451e4243ef,"0530 am, on the road. Gonna stop and get some water. Here we go!",2238,2,2011-02-26,31
1683,5cc136477bfe3fcfe809dc451e4243ef,"I'm burning for you, burning, like a candle.",126,1,2011-02-26,31
1677,5cc136477bfe3fcfe809dc451e4243ef,"Been playing BlackOps on the ps3 at the Ko Ton residence and, yeah, I need to get this game.",2241,4,2011-02-27,30
1678,5cc136477bfe3fcfe809dc451e4243ef,Finally awake and ready to get moving. Going to get all together then I'm on my way to Phoenix,2242,2,2011-02-27,30
1679,5cc136477bfe3fcfe809dc451e4243ef,Good stay in Tucson. Didn't go exactly the way I wanted but got to hang out with an old friend and meet a couple of new ones. But now I'm on the road again.,2243,2,2011-02-27,30
1680,5cc136477bfe3fcfe809dc451e4243ef,I'm not the one who wants to hurt you.,602,1,2011-02-27,30
1671,5cc136477bfe3fcfe809dc451e4243ef,"In Scottsdale, at my grandmas house. Probably here till Wednesday.",2246,4,2011-02-28,29
1675,5cc136477bfe3fcfe809dc451e4243ef,"Going to take care of a couple things after the game. Then I'm just going to go exploring. Maybe try and get lost, with a gps...",2250,4,2011-02-28,29
1672,5cc136477bfe3fcfe809dc451e4243ef,"If someone asked me what I wanted, right now my answer would be: I want you, to tell me that you want to see me, to tell me you want me to hold you safe in my embrace, to make me feel that feeling I can only get when I see your face. My answer would be, I want you.",2247,2,2011-02-28,29
1674,5cc136477bfe3fcfe809dc451e4243ef,"Yeah, I'm at a baseball game",2249,2,2011-02-28,29
1673,5cc136477bfe3fcfe809dc451e4243ef,"I know 2 adresses here in the valley and you, Google Maps, are wrong. I know what's at that adress and it is definitely not what I'm looking for.",2248,1,2011-02-28,29
1676,5cc136477bfe3fcfe809dc451e4243ef,Waking up in Phoenix feels like the first few minutes after being hit by a truck.,603,1,2011-02-28,29
1665,5cc136477bfe3fcfe809dc451e4243ef,I think I need to go back to the mountain to get my xbox and quit my job then just move down here,2200,4,2011-03-01,28
1666,5cc136477bfe3fcfe809dc451e4243ef,Up at 0430 am and getting ready to drive to the testing site.,2201,4,2011-03-01,28
1668,5cc136477bfe3fcfe809dc451e4243ef,"You know who you are and you know what you did. Its never to late to change it but, I'll never forget it.",2203,4,2011-03-01,28
1669,5cc136477bfe3fcfe809dc451e4243ef,I'm hip-hop baby,2204,4,2011-03-01,28
1664,5cc136477bfe3fcfe809dc451e4243ef,Feeling good after a run. Heading across town to explore. Someone text me ^_^,2199,2,2011-03-01,28
1670,5cc136477bfe3fcfe809dc451e4243ef,Attention everyone currently on the 101 south bound. would you kindly fuck off,2253,2,2011-03-01,28
1667,5cc136477bfe3fcfe809dc451e4243ef,I realize now I forgot my sunglasses this morning,2202,1,2011-03-01,28
1662,5cc136477bfe3fcfe809dc451e4243ef,"Go ahead, take a chance. I'm waiting for you to see that it may not be perfect but its worth a shot. Come on girl let's give it all we got.",2205,2,2011-03-02,27
1663,5cc136477bfe3fcfe809dc451e4243ef,"So, tired; brain, not working. Need sleep but don't want sleep. Good day. Somebody hug me...",595,1,2011-03-02,27
1658,5cc136477bfe3fcfe809dc451e4243ef,Getting ready to leave the valley.,2206,2,2011-03-03,26
1660,5cc136477bfe3fcfe809dc451e4243ef,In 1 hour its going to be 3//03. The single most epic day of the year.,2208,2,2011-03-03,26
1659,5cc136477bfe3fcfe809dc451e4243ef,Some people are happy to be home from a long trip I can officially count myself among those who are not.,2207,1,2011-03-03,26
1661,5cc136477bfe3fcfe809dc451e4243ef,Is at one of those points where you just feel like your entire life is boring the hell out of you. Not sure what to do about it at this point.,4,1,2011-03-03,26
1657,5cc136477bfe3fcfe809dc451e4243ef,"/I'm the man and everbody out there knows that I'm the baddest/""-HU4L""",125,1,2011-03-04,25
1656,5cc136477bfe3fcfe809dc451e4243ef,"I greatly enjoy working out I would, however, enjoy it even more if someone would go with me.",2210,2,2011-03-05,24
1655,5cc136477bfe3fcfe809dc451e4243ef,Is so bored. This job is going to kill me with bordem.,41,1,2011-03-06,23
1653,5cc136477bfe3fcfe809dc451e4243ef,"Well, suns coming up. Time to go home and try to get some sleep.",2214,4,2011-03-08,21
1654,5cc136477bfe3fcfe809dc451e4243ef,Yep I'm awake. Don't know why. But I am,2215,4,2011-03-08,21
1652,5cc136477bfe3fcfe809dc451e4243ef,Lost in stereo,2219,4,2011-03-10,19
1650,5cc136477bfe3fcfe809dc451e4243ef,"Wanted to put something fitting but honestly I think Lost in Stereo pretty much covers it. So, Lost In Stereo.",2222,4,2011-03-12,17
1651,5cc136477bfe3fcfe809dc451e4243ef,You only get one shot...,2223,4,2011-03-12,17
1649,5cc136477bfe3fcfe809dc451e4243ef,I feel like a monster. The good kind that is.,2226,2,2011-03-14,15
1648,5cc136477bfe3fcfe809dc451e4243ef,O sht y'all I think they forgot about Dre!,2227,2,2011-03-15,14
1647,5cc136477bfe3fcfe809dc451e4243ef,"Honestly, what is the worst that could happen?",2228,4,2011-03-16,13
1645,5cc136477bfe3fcfe809dc451e4243ef,It ain't nothing but a g thang baby,2230,4,2011-03-17,12
1646,5cc136477bfe3fcfe809dc451e4243ef,I can't lie. I'm feeling a little bit country.,2252,4,2011-03-17,12
1644,5cc136477bfe3fcfe809dc451e4243ef,While perfection may very well be a goal that is well beyond the reach of any human that doesn't mean that I'm not going to strive to achieve it in every way. You show me a person that is 100% content with every aspect of their life and I'll show you a person that will never know true happiness.,599,1,2011-03-18,11
1642,5cc136477bfe3fcfe809dc451e4243ef,"Hahaha, yeah.",2234,2,2011-03-21,8
1643,5cc136477bfe3fcfe809dc451e4243ef,15 reps at 340. We going up from here.,2235,2,2011-03-21,8
1641,5cc136477bfe3fcfe809dc451e4243ef,Dear world I <3 you,2251,2,2011-03-04,5
1639,5cc136477bfe3fcfe809dc451e4243ef,And then there were 2...,2239,4,2011-03-26,3
1640,5cc136477bfe3fcfe809dc451e4243ef,"The reasons for the misunderstandings, the emergency landings on a plane headed for home.",2240,4,2011-03-26,3
1638,5cc136477bfe3fcfe809dc451e4243ef,Welcome to the Xander zone,2245,4,2011-03-27,2
1637,5cc136477bfe3fcfe809dc451e4243ef,Feels a strong urge to consume large amounts of caffine right now...,2244,1,2011-03-27,2
1636,5c31d7d80e78643cd5289acec0561d77,"Rutgers University paid Snooki $32,000 (that money was obtained from mandatory student funds) to speak at their university. An exact quote from her speech /Study hard",2182,4,2011-04-04,49
1635,5c31d7d80e78643cd5289acec0561d77,"In the same way that I look at the Mona Lisa and know that there is no way it could have been created by randomly slinging paint at a canvas, I refuse to believe that a world this complex and beautiful could have happened on accident",2184,4,2011-04-09,44
1634,5c31d7d80e78643cd5289acec0561d77,"Got my prom dress.....took me a grand total of ten minutes, Why do girls take hours with something so simple as this?",2189,2,2011-04-17,36
1633,5c31d7d80e78643cd5289acec0561d77,Was 20 minutes late to a 35 minute meeting....,593,1,2011-04-18,35
1632,5c31d7d80e78643cd5289acec0561d77,"Walked up to my cousin reading the Bible and said, /Spoiler alert: Jesus dies/"" I don't believe hitting me with it is fair....""",2190,2,2011-04-20,33
1631,5c31d7d80e78643cd5289acec0561d77,Like my status and I'll tell you: 1. How we met. 2. My first impression of you. 3. What I like about you. 4. Favorite memory of you. 5. But if you like this you must put it as your status!,2193,2,2011-04-21,32
1630,5c31d7d80e78643cd5289acec0561d77,Shakespeare:/ Romeo,2195,4,2011-04-22,31
1629,5c31d7d80e78643cd5289acec0561d77,My brother cried for 35 minutes over the lack of jelly on his sandwich.....35 MINUTES!!! I TIMED IT AND ANDREA TEXTED ME EVERY THREE MINUTES TO KEEP TIME,2196,1,2011-04-23,30
1627,5c31d7d80e78643cd5289acec0561d77,"Read part of MacBeth.....my reaction? Lady MacDeath, stop getting your political news from crazy old woman who live in? the bushes!!",2197,4,2011-04-24,29
1628,5c31d7d80e78643cd5289acec0561d77,Why Hunger Games director.....WHY MUST YOU HAVE NO ABILITY TO CAST WATSOEVER!!!!!,594,1,2011-04-24,29
1626,5c31d7d80e78643cd5289acec0561d77,/Nearly all men can stand adversity,2198,2,2011-04-28,25
1625,5c31d7d80e78643cd5289acec0561d77,"My cap and gown, prom dress and senior band shirt are all next to eachother in my closet......I'm gonna have to accept that I'm gonna graduate pretty soon aren't i?",2181,4,2011-05-01,22
1624,5c31d7d80e78643cd5289acec0561d77,"Quote of the day, /Now I know how George Washington felt when Napoleon beat him at Pearl Harbor./"" Just...no.""",2183,1,2011-05-07,16
1622,5c31d7d80e78643cd5289acec0561d77,Ah eurovision....so far you disapoint me. Mainly Turkey and Armenia ( no offense),2185,1,2011-05-11,12
1623,5c31d7d80e78643cd5289acec0561d77,"The Netherlands, Slovakia, Sweden, Romana..............only decent countries I've seen in Eurovision so far. Seriously wat the heck?",2186,1,2011-05-11,12
1621,5c31d7d80e78643cd5289acec0561d77,The sky is crying,2187,1,2011-05-13,10
1620,5c31d7d80e78643cd5289acec0561d77,"Went to the band banquet instead of watching eurovision. Good thing to, WHY EUROVISION MUST YOU FAIL THIS YEAR!!!!!!!!!!!!!!!",2188,1,2011-05-15,8
1618,5c31d7d80e78643cd5289acec0561d77,Class of 2011....we so earned a ticket downstairs for laughing today. Just....wow,2191,2,2011-05-20,3
1619,5c31d7d80e78643cd5289acec0561d77,Was crowned the Burger Queen at the Burger King on the corner of Nova and Granda for telling off some woman who ordered 50 dollars worth of Burger King.....is it sad I am more proud of this than actually graduating?,2192,2,2011-05-20,3
1617,5c31d7d80e78643cd5289acec0561d77,It just hit me that I can now friend Mr. Scaccia and Mr. Benoit....,2194,3,2011-05-21,2
1616,5b1eb32579450829ec8faab4d3472ffb,February: on the road again!,2171,2,2011-01-21,57
1615,5b1eb32579450829ec8faab4d3472ffb,"Content pour Fournier et les joueurs. Hilali, pends-toi !",2172,5,2011-01-22,56
1614,5b1eb32579450829ec8faab4d3472ffb,Hungry,2173,1,2011-01-23,55
1613,5b1eb32579450829ec8faab4d3472ffb,"2008: Olympic champions, 2009: World Champions, 2010: European Champions, 2011: qualified for the semi-finals of the World Championships, fingers crossed for the French handball team :)",2174,2,2011-01-24,54
1612,5b1eb32579450829ec8faab4d3472ffb,needs proper holidays,2177,1,2011-01-26,52
1611,5b1eb32579450829ec8faab4d3472ffb,is happy France qualified for the final of the Handball World Championships... but sad to miss on the game on Sunday :-//,4134,3,2011-01-28,50
1610,5b1eb32579450829ec8faab4d3472ffb,"is packing to leave tomorrow for a Warsaw-Cyprus-London-Warsaw 1-week trip. If you are in London on 3//4//5th Feb, drop me a line and we could try to catch up :)",2179,2,2011-01-29,49
1609,5b1eb32579450829ec8faab4d3472ffb,Warsaw-Cyprus-London-Warsaw. Back in 1 week.,2180,4,2011-01-30,48
1608,5b1eb32579450829ec8faab4d3472ffb,"I could live on a sunny island starting from tomorrow. How pleasant it is to see water, sun and cool positive people :)",2161,2,2011-02-01,46
1607,5b1eb32579450829ec8faab4d3472ffb,off to London,2162,4,2011-02-02,45
1606,5b1eb32579450829ec8faab4d3472ffb,Shiatsu massage can do miracles :),2164,2,2011-02-05,42
1605,5b1eb32579450829ec8faab4d3472ffb,"Friday 11pm, finally having rest, with quality sound in my headphones",2167,2,2011-02-11,36
1604,5b1eb32579450829ec8faab4d3472ffb,Marco Van Rooney :0,2168,4,2011-02-12,35
1603,5b1eb32579450829ec8faab4d3472ffb,How to feel old in one sentence: Sonic and the Lemmings celebrate their 20 years in 2011... Ouch.,2169,1,2011-02-14,33
1602,5b1eb32579450829ec8faab4d3472ffb,Application to get 2 tickets for the Champions League final submitted. Fingers crossed now.,2175,2,2011-02-24,23
1601,5b1eb32579450829ec8faab4d3472ffb,Leaving to California tomorrow for 10 days. Back to Warsaw on 7th of March. I will miss those -15 degrees. NOT.,2176,2,2011-02-25,22
1600,5b1eb32579450829ec8faab4d3472ffb,Arrived in L.A. Rushing to bed...,2178,4,2011-02-27,20
1599,5b1eb32579450829ec8faab4d3472ffb,In San Francisco,2163,4,2011-03-02,17
1598,5b1eb32579450829ec8faab4d3472ffb,Last day in Japan Town. Back to Warsaw tomorrow. I miss the good old Europe.,2165,3,2011-03-05,14
1597,5b1eb32579450829ec8faab4d3472ffb,"Packed and ready to travel. 18+ hours of travel, yeah!",2166,2,2011-03-06,13
1596,5b1eb32579450829ec8faab4d3472ffb,I am dead,592,1,2011-03-07,12
1595,5b1eb32579450829ec8faab4d3472ffb,Incredibile Inter !,2170,4,2011-03-15,4
1594,57118d9a71e91b6568471ffbd7077415,RAWR :3,2144,2,2011-02-06,60
1593,57118d9a71e91b6568471ffbd7077415,I miss my friends :[,2145,2,2011-02-07,59
1592,57118d9a71e91b6568471ffbd7077415,yeah! Pokemon Soul Silver! :D,2149,2,2011-02-13,53
1591,57118d9a71e91b6568471ffbd7077415,Don't hate us if we make you smile Or if we go the extra mile To make someone feel better on a really shitty day,2154,2,2011-02-19,47
1590,57118d9a71e91b6568471ffbd7077415,I <3 Soul Silver :3,2155,2,2011-02-20,46
1588,57118d9a71e91b6568471ffbd7077415,Day 11 - 2//25//11 - A song from your favorite band: So difficult to choose! xD http:////www.youtube.com//watch?v=NUTGr5t3MoY,2159,2,2011-02-25,41
1589,57118d9a71e91b6568471ffbd7077415,"don't know why, but facebook is seriously acting up today...",590,1,2011-02-25,41
1587,57118d9a71e91b6568471ffbd7077415,SEAN I WILL DESTROY YOU IN THIS POKE WAR! >:D,2160,2,2011-02-26,40
1586,57118d9a71e91b6568471ffbd7077415,there are some times I miss my old shop... I really do :[,591,1,2011-02-27,39
1585,57118d9a71e91b6568471ffbd7077415,Just walkin around everywhere lately... I'm getting to know the area we'll be moving to better! ... kinda ^_^',2143,2,2011-03-05,33
1584,57118d9a71e91b6568471ffbd7077415,"Doo dododo, doo dododo, doo dodo do do doododo ~ Bowling for Soup ;D",2146,2,2011-03-07,31
1583,57118d9a71e91b6568471ffbd7077415,"Got to make a plan, Got to do what's right, Can't run around in circles, If you wanna build a life, But I don't want to make a plan, For a day far away, While I'm young and while I'm able, All I want to do is...",2147,4,2011-03-10,28
1580,57118d9a71e91b6568471ffbd7077415,my status is status,2150,4,2011-03-16,22
1582,57118d9a71e91b6568471ffbd7077415,the world ending zombie apocalypse first top five people on your friends list who will be on your team: Jordan Pimentel Jennifer Brazell John Turkington Sean Armstrong,2152,4,2011-03-16,22
1581,57118d9a71e91b6568471ffbd7077415,so tired...today has been a long day,2151,1,2011-03-16,22
1579,57118d9a71e91b6568471ffbd7077415,soooo tired... good thing it's friday and I can sleep in tomorrow! :3,2153,2,2011-03-18,20
1578,57118d9a71e91b6568471ffbd7077415,hoping Fry's calls me back for this job... I really need it!,2156,2,2011-03-20,18
1577,57118d9a71e91b6568471ffbd7077415,I like turtles.,2157,2,2011-03-21,17
1576,57118d9a71e91b6568471ffbd7077415,Cherry,2158,4,2011-03-24,14
1575,57118d9a71e91b6568471ffbd7077415,"When I was a kid I didn't have a computer, cell phone, Nintendo DS, XBox, or Wii . I had Hot Wheels, a bike, ball& bat, a basketball. If I didn't eat what my mom made, I didn't eat. And I dealt with it. I didn't think of telling my parents /no/"" or dare to talk back and or got in BIG TROUBLE if I did. Life wasn't hard",2142,1,2011-04-01,6
1574,57118d9a71e91b6568471ffbd7077415,blargh... girl's day out?,2148,2,2011-04-02,5
1571,55a72284594fdda49b22a6610b9b91d6,Today is a day!,2107,4,2011-03-12,60
1572,55a72284594fdda49b22a6610b9b91d6,"Just got a free micron pen from Barnes and Noble because they forgot to ring it up. Throw that in with all the money I saved on textbooks today, and I'm doin' pretty good",2108,2,2011-03-12,60
1573,55a72284594fdda49b22a6610b9b91d6,"*after dealing with a strangely limited set of colors, and a randomly leaking marker* Krystal: /Why are all of my art supplies misfits?!/"" Ricky: /""Because they're all weird like you!/""""",579,1,2011-03-12,60
1568,55a72284594fdda49b22a6610b9b91d6,"It's pretty weird watching a shootout at 1:10am, but what the hell... when we win, I'm not going to complain! Lundqvist was superb tonight.",2109,1,2011-03-13,59
1569,55a72284594fdda49b22a6610b9b91d6,well... at least my scanner works now! I only had to play around with it for an hour <_<,2110,1,2011-03-13,59
1570,55a72284594fdda49b22a6610b9b91d6,myyy scaaaanneeeeeer :<,580,1,2011-03-13,59
1567,55a72284594fdda49b22a6610b9b91d6,blasting Hotel California while I do everything ever on deviantART,2111,4,2011-03-14,58
1566,55a72284594fdda49b22a6610b9b91d6,has a friend on deviantART (outside of those I know in real life) that isn't a total creep! Hoo ray!,2112,2,2011-03-15,57
1565,55a72284594fdda49b22a6610b9b91d6,http:////www.youtube.com//watch?v=DmXvCPWbnAw&feature=related,2115,4,2011-03-16,56
1563,55a72284594fdda49b22a6610b9b91d6,Happy St. Patrick's Day,2116,2,2011-03-17,55
1564,55a72284594fdda49b22a6610b9b91d6,"Here's something I find extremely annoying on facebook: when you comment on my status with a question to me (or someone else commenting) that has NOTHING to do with my status. I see it all the time on other people's too, and I HATE it. PLEASE. STOP. NOW. I will no longer answer any comments like this, I am GOING to delete them.",582,1,2011-03-17,55
1560,55a72284594fdda49b22a6610b9b91d6,"is sitting in the labs making a website for my book, which is going to end up being my big project for this class. If I could apply my own projects//things I actually cared about to ALL of my course assignments, I bet I'd have straight A's.",2117,2,2011-03-18,54
1561,55a72284594fdda49b22a6610b9b91d6,"is back from class and is now going to work on my book, eat ice cream, and hopefully sleep for once.",2118,2,2011-03-18,54
1562,55a72284594fdda49b22a6610b9b91d6,"Today has the kind of weather that makes me want to play /Sultans of Swing/"" and /""Free Bird/"" on loop. And pretty much anything by Van Halen.""",2119,2,2011-03-18,54
1559,55a72284594fdda49b22a6610b9b91d6,best trip to Wendy's...... EVER. The. End.,2120,2,2011-03-19,53
1557,55a72284594fdda49b22a6610b9b91d6,alright.... FINALLY got photographs of my still-life that are good enough to start this drawing...,2121,2,2011-03-20,52
1558,55a72284594fdda49b22a6610b9b91d6,Today is the anniversary of the death of Randy Rhoads... I had totally forgotten until right now. RIP to one of the best guitarists in the history of metal.,583,1,2011-03-20,52
1555,55a72284594fdda49b22a6610b9b91d6,finally has gotten commissions through deviantART! Took you darn people long enough XD,2125,2,2011-03-22,50
1556,55a72284594fdda49b22a6610b9b91d6,SOMEONE ON DEVIANTART DONATED A 1 YEAR PREMIUM MEMBERSHIP TO ME ANONYMOUSLY O_o bahsbcgvuascdeajnsoviicncwugbaanxjutfdc,2126,2,2011-03-22,50
1554,55a72284594fdda49b22a6610b9b91d6,"I should really stop looking at cosplays on deviantART, because it's REALLY, REALLY making me want to make a costume. Something which I neither have the time or money to do. And anyway these people on devaintART are completely insane when it comes to their stuff, to the point where they look like the jumped straight out of the show//movie <_<",2128,3,2011-03-23,49
1551,55a72284594fdda49b22a6610b9b91d6,"Made it through the first half of the day, and now to see if I can survive a four hour class.",2130,4,2011-03-24,48
1552,55a72284594fdda49b22a6610b9b91d6,let's see if I can make it through today...,585,1,2011-03-24,48
1553,55a72284594fdda49b22a6610b9b91d6,"OMFG. everyone in the library STFU. This floor is for quiet study, so get the HELL off your cell phone, stop laughing like we're at a comedy show, and STOP... SLAMMING.... YOUR CRAP.... ONTO THE TABLE. JBDCVYQUWSXNMQWIHEBCNQXMQIEYVCBQIWX",586,1,2011-03-24,48
1550,55a72284594fdda49b22a6610b9b91d6,just had a random epiphany about what the cover of my novel should look like. Why didn't I think of this before?,2134,4,2011-03-25,47
1549,55a72284594fdda49b22a6610b9b91d6,"I would totally go see Great White in concert. Speaking of which, I could really use another good rock concert...",2136,2,2011-03-26,46
1547,55a72284594fdda49b22a6610b9b91d6,"/You have to learn how to crawl before you can walk. You have to learn how to walk before you can run./""""",2140,4,2011-03-30,42
1548,55a72284594fdda49b22a6610b9b91d6,How many times do you have to tell someone to STOP dragging you into the middle of things before they'll actually shut up and get it?,589,1,2011-03-30,42
1546,55a72284594fdda49b22a6610b9b91d6,"Got my 3rd commissioner on deviantART =) Once I finish the three drawings I have left to do for the commissioners, I can re-open commissions there and hope for some more. And once I'm home for the summer I can work on Justin Murphy's freakin epic AC//DC poster!!",2085,2,2011-04-01,40
1545,55a72284594fdda49b22a6610b9b91d6,"Just won in the shootout, those were 2 big points, and we really needed them. Now, if only Carolina and Buffalo weren't playing each other later... I really don't want EITHER of them to win. vdcqenodqsu",2088,2,2011-04-03,38
1544,55a72284594fdda49b22a6610b9b91d6,"If you ever have an idea you think might be good//cool, just run it past Matt Monasch, because he is a good idea judger person, and will help you elaborate and come up with more cool stuff. Even if it ends up taking over an hour and then you lose your voice.",2090,3,2011-04-04,37
1543,55a72284594fdda49b22a6610b9b91d6,Hopefully by the end of the night I will have paypal set up on deviantART so that people can buy my bookmarks or donate to me.,2093,4,2011-04-05,36
1542,55a72284594fdda49b22a6610b9b91d6,Travis Walker: /At the church I used to go to,2096,4,2011-04-06,35
1541,55a72284594fdda49b22a6610b9b91d6,"Here's to hoping that everything goes the way I need it to right now, or I'm going to end up completely screwed. I really don't want to go into it right now//explain, but I could use all the positive energy I can get, so keep me in your thoughts.",291,1,2011-04-07,34
1540,55a72284594fdda49b22a6610b9b91d6,today has been....... you know what. I don't even know....,2098,4,2011-04-08,33
1539,55a72284594fdda49b22a6610b9b91d6,"I could have left class 2 hours or more ago, but stayed to work on my website. Holy crap! That amazi-- wait, never mind, it's a website about my book. No longer surprised.",4154,3,2011-04-08,33
1537,55a72284594fdda49b22a6610b9b91d6,"Suck it, Devils. Now to see if Tampa Bay has the motivation to beat Carolina tonight. Either way, this year has been a great one, we had a lot of amazing talent on our team and it was really all the injuries that held us back. Go NY Rangers!!",2100,2,2011-04-09,32
1538,55a72284594fdda49b22a6610b9b91d6,"the guys outside grilling stuff: /I'm Abe Lincoln!/"" /""Whoa",2101,2,2011-04-09,32
1535,55a72284594fdda49b22a6610b9b91d6,"I love within one minute of Matt walking into the apartment, we're already plotting.",2103,2,2011-04-10,31
1536,55a72284594fdda49b22a6610b9b91d6,"EFF YOU NEW JERSEY, EFF YOU CAROLINA, AND THANK YOU KINDLY TAMPA BAY... WE ARE IN THE PLAYOFFS THIS YEAR!!!!! The Capitals better watch themselves, because IT IS ON!!!",2104,2,2011-04-10,31
1533,55a72284594fdda49b22a6610b9b91d6,Rohit Crasta: /That's fantwonderful. You know,2105,2,2011-04-11,30
1534,55a72284594fdda49b22a6610b9b91d6,"I think that whoever likes this sudden unwanted burst of 70+ degree temperatures should move south and take this weather with them. Leave those of us who like milder seasons alone! Spring is supposed to be warmer than winter, but it's not summer yet, goddamn it, so QUIT IT",2106,1,2011-04-11,30
1532,55a72284594fdda49b22a6610b9b91d6,/Think of how stupid the average person is,581,1,2011-04-13,28
1530,55a72284594fdda49b22a6610b9b91d6,"Just found a crap load of old pictures that are sure to embarrass everyone. I'll be uploading them soon, never fear!",2113,2,2011-04-15,26
1531,55a72284594fdda49b22a6610b9b91d6,I have the best profile picture in the universe right now. And nothing any of you can do or say will convince me otherwise!!!!!,2114,2,2011-04-15,26
1528,55a72284594fdda49b22a6610b9b91d6,"If your elementary school teachers ever told you, /You have to learn cursive because both in high school and as an adult you'll need to know it!/""",2122,2,2011-04-20,21
1529,55a72284594fdda49b22a6610b9b91d6,The Usual Suspects has a great plot twist. Just saying.,2123,2,2011-04-20,21
1526,55a72284594fdda49b22a6610b9b91d6,hihihihihihihithisisdefinitelykrystalbutnothi.hihihi.hi.hihihihihi.bye.,2124,4,2011-04-21,20
1527,55a72284594fdda49b22a6610b9b91d6,"wow, everything is a pain in the ass right now, including the playoffs. Damn it.",584,1,2011-04-21,20
1525,55a72284594fdda49b22a6610b9b91d6,"Woke up with N*Sync stuck in my head, even though I have neither thought of that band nor heard their music in quite some time. Is this a symptom of being sick?",2127,1,2011-04-22,19
1524,55a72284594fdda49b22a6610b9b91d6,"well, thus ends the Rangers' season. If we didn't have all those injuries throughout the year, and had been a little more consistent, I think we could have gone further..... damn it...",2129,1,2011-04-23,18
1521,55a72284594fdda49b22a6610b9b91d6,tea and homework. Hopefully working on a drawing later.,2131,4,2011-04-24,17
1522,55a72284594fdda49b22a6610b9b91d6,"*yesterday, talking about Rebecca Black's song* Krystal: /I think it could probably be a song for a kids cartoon or something",2132,4,2011-04-24,17
1523,55a72284594fdda49b22a6610b9b91d6,/To live is the rarest thing in the world. Most people exist,2133,1,2011-04-24,17
1519,55a72284594fdda49b22a6610b9b91d6,is typing with one hand because Matt is stealing my other arm....,2135,1,2011-04-25,16
1520,55a72284594fdda49b22a6610b9b91d6,"After being so sick this weekend, I should have known that riding the bus today was a bad idea. I feel horrid now. I'm going to go lie down.",587,1,2011-04-25,16
1517,55a72284594fdda49b22a6610b9b91d6,WHY IS IT 80 DEGREES HERE IHBFOJNSCIDGVONCINNONONONONONO BQWTDFQIWCQOENIQOEVB STOP... IT.... STOP BEING GROSS IT NOT BE SUMMER YET GO AWAY TOO HOT STOP NO AAHHHH DYING,2137,1,2011-04-27,14
